Stockname,Date,Volume
DOWJONES,28/10/2020,496150000
DOWJONES,29/10/2020,419770000
DOWJONES,30/10/2020,504820000
DOWJONES,02/11/2020,379990000
DOWJONES,03/11/2020,350980000
DOWJONES,04/11/2020,447860000
DOWJONES,05/11/2020,390140000
DOWJONES,06/11/2020,326710000
DOWJONES,09/11/2020,673310000
DOWJONES,10/11/2020,526980000
DOWJONES,11/11/2020,376700000
DOWJONES,12/11/2020,369320000
DOWJONES,13/11/2020,348810000
DOWJONES,16/11/2020,418290000
DOWJONES,17/11/2020,372380000
DOWJONES,18/11/2020,382850000
DOWJONES,19/11/2020,331330000
DOWJONES,20/11/2020,305350000
DOWJONES,23/11/2020,387200000
DOWJONES,24/11/2020,432760000
DOWJONES,25/11/2020,323030000
DOWJONES,27/11/2020,177040000
DOWJONES,30/11/2020,551350000
DOWJONES,01/12/2020,429510000
DOWJONES,02/12/2020,385280000
DOWJONES,03/12/2020,405680000
DOWJONES,04/12/2020,356590000
DOWJONES,07/12/2020,365810000
DOWJONES,08/12/2020,311190000
DOWJONES,09/12/2020,380520000
DOWJONES,10/12/2020,325550000
DOWJONES,11/12/2020,393870000
DOWJONES,14/12/2020,371980000
DOWJONES,15/12/2020,417770000
DOWJONES,16/12/2020,344590000
DOWJONES,17/12/2020,345530000
DOWJONES,18/12/2020,782070000
DOWJONES,21/12/2020,437480000
DOWJONES,22/12/2020,388810000
DOWJONES,23/12/2020,274050000
DOWJONES,24/12/2020,145570000
DOWJONES,28/12/2020,302490000
DOWJONES,29/12/2020,357610000
DOWJONES,30/12/2020,291890000
DOWJONES,31/12/2020,284470000
DOWJONES,04/01/2021,475080000
DOWJONES,05/01/2021,350910000
DOWJONES,06/01/2021,500430000
DOWJONES,07/01/2021,427810000
DOWJONES,08/01/2021,381150000
DOWJONES,11/01/2021,356540000
DOWJONES,12/01/2021,362620000
DOWJONES,13/01/2021,413250000
DOWJONES,14/01/2021,427810000
DOWJONES,15/01/2021,433000000
DOWJONES,19/01/2021,386400000
DOWJONES,20/01/2021,384980000
DOWJONES,21/01/2021,418780000
DOWJONES,22/01/2021,436040000
DOWJONES,25/01/2021,472890000
DOWJONES,26/01/2021,373150000
DOWJONES,27/01/2021,566470000
DOWJONES,28/01/2021,465140000
DOWJONES,29/01/2021,536320000
DOWJONES,01/02/2021,347060000
DOWJONES,02/02/2021,333160000
DOWJONES,03/02/2021,305590000
DOWJONES,04/02/2021,338330000
DOWJONES,05/02/2021,293550000
DOWJONES,08/02/2021,322250000
DOWJONES,09/02/2021,308210000
DOWJONES,10/02/2021,326450000
DOWJONES,11/02/2021,280320000
DOWJONES,12/02/2021,263090000
DOWJONES,16/02/2021,329210000
DOWJONES,17/02/2021,343510000
DOWJONES,18/02/2021,325990000
DOWJONES,19/02/2021,353070000
DOWJONES,22/02/2021,387210000
DOWJONES,23/02/2021,460410000
DOWJONES,24/02/2021,410150000
DOWJONES,25/02/2021,454110000
DOWJONES,26/02/2021,532250000
DOWJONES,01/03/2021,385670000
DOWJONES,02/03/2021,337270000
DOWJONES,03/03/2021,409660000
DOWJONES,04/03/2021,537850000
DOWJONES,05/03/2021,501810000
DOWJONES,08/03/2021,496980000
DOWJONES,09/03/2021,458690000
DOWJONES,10/03/2021,409110000
DOWJONES,11/03/2021,400020000
DOWJONES,12/03/2021,346400000
DOWJONES,15/03/2021,360080000
DOWJONES,16/03/2021,386370000
DOWJONES,17/03/2021,391200000
DOWJONES,18/03/2021,418480000
DOWJONES,19/03/2021,811890000
DOWJONES,22/03/2021,383500000
DOWJONES,23/03/2021,385840000
DOWJONES,24/03/2021,399390000
DOWJONES,25/03/2021,411990000
DOWJONES,26/03/2021,382170000
DOWJONES,29/03/2021,351610000
DOWJONES,30/03/2021,307510000
DOWJONES,31/03/2021,414140000
DOWJONES,01/04/2021,311880000
DOWJONES,05/04/2021,344270000
DOWJONES,06/04/2021,297940000
DOWJONES,07/04/2021,273440000
DOWJONES,08/04/2021,304040000
DOWJONES,09/04/2021,316410000
DOWJONES,12/04/2021,327370000
DOWJONES,13/04/2021,324480000
DOWJONES,14/04/2021,315330000
DOWJONES,15/04/2021,319680000
DOWJONES,16/04/2021,343760000
DOWJONES,19/04/2021,312540000
DOWJONES,20/04/2021,350960000
DOWJONES,21/04/2021,290300000
DOWJONES,22/04/2021,344470000
DOWJONES,23/04/2021,346380000
DOWJONES,26/04/2021,279300000
DOWJONES,27/04/2021,289030000
DOWJONES,28/04/2021,335820000
DOWJONES,29/04/2021,408450000
DOWJONES,30/04/2021,374890000
DOWJONES,03/05/2021,289770000
DOWJONES,04/05/2021,407860000
DOWJONES,05/05/2021,253180000
DOWJONES,06/05/2021,315430000
DOWJONES,07/05/2021,303400000
DOWJONES,10/05/2021,361620000
DOWJONES,11/05/2021,413180000
DOWJONES,12/05/2021,381350000
DOWJONES,13/05/2021,350820000
DOWJONES,14/05/2021,303230000
DOWJONES,17/05/2021,291910000
DOWJONES,18/05/2021,289590000
DOWJONES,19/05/2021,348480000
DOWJONES,20/05/2021,320150000
DOWJONES,21/05/2021,306360000
DOWJONES,24/05/2021,251010000
DOWJONES,25/05/2021,285760000
DOWJONES,26/05/2021,258780000
DOWJONES,27/05/2021,520630000
DOWJONES,28/05/2021,290850000
DOWJONES,01/06/2021,287700000
DOWJONES,02/06/2021,263810000
DOWJONES,03/06/2021,297380000
DOWJONES,04/06/2021,270050000
DOWJONES,07/06/2021,259120000
DOWJONES,08/06/2021,289440000
DOWJONES,09/06/2021,245100000
DOWJONES,10/06/2021,309310000
DOWJONES,11/06/2021,260840000
DOWJONES,14/06/2021,295530000
DOWJONES,15/06/2021,272430000
DOWJONES,16/06/2021,347150000
DOWJONES,17/06/2021,354690000
DOWJONES,18/06/2021,563920000
DOWJONES,21/06/2021,317260000
DOWJONES,22/06/2021,284130000
DOWJONES,23/06/2021,255280000
DOWJONES,24/06/2021,275870000
DOWJONES,25/06/2021,432550000
DOWJONES,28/06/2021,280280000
DOWJONES,29/06/2021,282360000
DOWJONES,30/06/2021,295560000
DOWJONES,01/07/2021,268280000
DOWJONES,02/07/2021,301860000
DOWJONES,06/07/2021,348430000
DOWJONES,07/07/2021,302700000
DOWJONES,08/07/2021,335690000
DOWJONES,09/07/2021,301750000
DOWJONES,12/07/2021,294800000
DOWJONES,13/07/2021,322430000
DOWJONES,14/07/2021,344340000
DOWJONES,15/07/2021,320450000
DOWJONES,16/07/2021,322980000
DOWJONES,19/07/2021,440440000
DOWJONES,20/07/2021,387020000
DOWJONES,21/07/2021,317090000
DOWJONES,22/07/2021,291610000
DOWJONES,23/07/2021,314040000
DOWJONES,26/07/2021,259790000
DOWJONES,27/07/2021,326610000
DOWJONES,28/07/2021,347170000
DOWJONES,29/07/2021,222680000
DOWJONES,30/07/2021,276410000
DOWJONES,02/08/2021,238620000
DOWJONES,03/08/2021,259820000
DOWJONES,04/08/2021,245300000
DOWJONES,05/08/2021,216580000
DOWJONES,06/08/2021,231570000
DOWJONES,09/08/2021,207850000
DOWJONES,10/08/2021,255040000
DOWJONES,11/08/2021,232800000
DOWJONES,12/08/2021,231600000
DOWJONES,13/08/2021,236790000
DOWJONES,16/08/2021,292590000
DOWJONES,17/08/2021,309410000
DOWJONES,18/08/2021,289800000
DOWJONES,19/08/2021,333550000
DOWJONES,20/08/2021,269320000
DOWJONES,23/08/2021,245760000
DOWJONES,24/08/2021,228710000
DOWJONES,25/08/2021,237230000
DOWJONES,26/08/2021,239740000
DOWJONES,27/08/2021,240990000
DOWJONES,30/08/2021,245390000
DOWJONES,31/08/2021,337240000
DOWJONES,01/09/2021,265520000
DOWJONES,02/09/2021,263370000
DOWJONES,03/09/2021,221370000
DOWJONES,07/09/2021,289830000
DOWJONES,08/09/2021,261880000
DOWJONES,09/09/2021,261330000
DOWJONES,10/09/2021,333230000
DOWJONES,13/09/2021,334190000
DOWJONES,14/09/2021,325140000
DOWJONES,15/09/2021,317490000
DOWJONES,16/09/2021,278270000
DOWJONES,17/09/2021,560630000
DOWJONES,20/09/2021,435780000
DOWJONES,21/09/2021,306970000
DOWJONES,22/09/2021,296590000
DOWJONES,23/09/2021,283890000
DOWJONES,24/09/2021,254310000
DOWJONES,27/09/2021,289480000
DOWJONES,28/09/2021,379020000
DOWJONES,29/09/2021,290350000
DOWJONES,30/09/2021,354830000
DOWJONES,01/10/2021,427580000
DOWJONES,04/10/2021,396860000
DOWJONES,05/10/2021,311520000
DOWJONES,06/10/2021,322170000
DOWJONES,07/10/2021,273290000
DOWJONES,08/10/2021,238080000
DOWJONES,11/10/2021,256820000
DOWJONES,12/10/2021,319010000
DOWJONES,13/10/2021,316220000
DOWJONES,14/10/2021,338540000
DOWJONES,15/10/2021,327870000
DOWJONES,18/10/2021,312640000
DOWJONES,19/10/2021,278510000
DOWJONES,20/10/2021,265750000
DOWJONES,21/10/2021,298390000
DOWJONES,22/10/2021,346290000
DOWJONES,25/10/2021,267220000
DOWJONES,26/10/2021,321910000
DOWJONES,27/10/2021,354180000
DOWJONES,28/10/2021,337400000
DOWJONES,29/10/2021,399400000
DOWJONES,01/11/2021,292880000
DOWJONES,02/11/2021,304510000
DOWJONES,03/11/2021,262540000
DOWJONES,04/11/2021,307640000
DOWJONES,05/11/2021,344600000
DOWJONES,08/11/2021,284400000
DOWJONES,09/11/2021,258020000
DOWJONES,10/11/2021,278390000
DOWJONES,11/11/2021,270320000
DOWJONES,12/11/2021,293180000
DOWJONES,15/11/2021,280660000
DOWJONES,16/11/2021,308290000
DOWJONES,17/11/2021,358310000
DOWJONES,18/11/2021,435080000
DOWJONES,19/11/2021,408840000
DOWJONES,22/11/2021,420810000
DOWJONES,23/11/2021,392520000
DOWJONES,24/11/2021,280960000
DOWJONES,26/11/2021,324580000
DOWJONES,29/11/2021,416040000
DOWJONES,30/11/2021,678800000
DOWJONES,01/12/2021,496000000
DOWJONES,02/12/2021,466900000
DOWJONES,03/12/2021,439550000
DOWJONES,06/12/2021,416720000
DOWJONES,07/12/2021,474940000
DOWJONES,08/12/2021,387650000
DOWJONES,09/12/2021,353020000
DOWJONES,10/12/2021,361200000
DOWJONES,13/12/2021,441110000
DOWJONES,14/12/2021,440900000
DOWJONES,15/12/2021,424720000
DOWJONES,16/12/2021,473620000
DOWJONES,17/12/2021,750480000
DOWJONES,20/12/2021,386590000
DOWJONES,21/12/2021,346080000
DOWJONES,22/12/2021,281930000
DOWJONES,23/12/2021,247420000
DOWJONES,27/12/2021,244350000
DOWJONES,28/12/2021,239090000
DOWJONES,29/12/2021,213480000
DOWJONES,30/12/2021,205620000
DOWJONES,31/12/2021,213200000
FTSE100,02/01/2018,576251800
FTSE100,03/01/2018,571662800
FTSE100,04/01/2018,705864000
FTSE100,05/01/2018,636035700
FTSE100,08/01/2018,635135400
FTSE100,09/01/2018,709674500
FTSE100,10/01/2018,861758600
FTSE100,11/01/2018,982791800
FTSE100,12/01/2018,1133867000
FTSE100,15/01/2018,551904700
FTSE100,16/01/2018,824367900
FTSE100,17/01/2018,822508200
FTSE100,18/01/2018,765527900
FTSE100,19/01/2018,795594100
FTSE100,22/01/2018,730171300
FTSE100,23/01/2018,742420200
FTSE100,24/01/2018,746643300
FTSE100,25/01/2018,713251600
FTSE100,26/01/2018,713831300
FTSE100,29/01/2018,612924000
FTSE100,30/01/2018,798999000
FTSE100,31/01/2018,880751700
FTSE100,01/02/2018,872509100
FTSE100,02/02/2018,871574000
FTSE100,05/02/2018,888994600
FTSE100,06/02/2018,1354591000
FTSE100,07/02/2018,1027400300
FTSE100,08/02/2018,973611300
FTSE100,09/02/2018,927291900
FTSE100,12/02/2018,718740600
FTSE100,13/02/2018,718988800
FTSE100,14/02/2018,940537000
FTSE100,15/02/2018,747830200
FTSE100,16/02/2018,651756200
FTSE100,19/02/2018,511199000
FTSE100,20/02/2018,679057900
FTSE100,21/02/2018,902872700
FTSE100,22/02/2018,926221400
FTSE100,23/02/2018,674864300
FTSE100,26/02/2018,585774600
FTSE100,27/02/2018,718147000
FTSE100,28/02/2018,919954800
FTSE100,01/03/2018,859756500
FTSE100,02/03/2018,910442200
FTSE100,05/03/2018,941867700
FTSE100,06/03/2018,786141900
FTSE100,07/03/2018,862383600
FTSE100,08/03/2018,712676800
FTSE100,09/03/2018,651119000
FTSE100,12/03/2018,613077900
FTSE100,13/03/2018,766738500
FTSE100,14/03/2018,752181500
FTSE100,15/03/2018,808062300
FTSE100,16/03/2018,1380663300
FTSE100,19/03/2018,728214400
FTSE100,20/03/2018,742142200
FTSE100,21/03/2018,762202300
FTSE100,22/03/2018,861231600
FTSE100,23/03/2018,879273700
FTSE100,26/03/2018,765318100
FTSE100,27/03/2018,690975500
FTSE100,28/03/2018,763193100
FTSE100,29/03/2018,876227900
FTSE100,03/04/2018,790532700
FTSE100,04/04/2018,794337900
FTSE100,05/04/2018,794899100
FTSE100,06/04/2018,656250500
FTSE100,09/04/2018,671088200
FTSE100,10/04/2018,755081700
FTSE100,11/04/2018,766200800
FTSE100,12/04/2018,666773400
FTSE100,13/04/2018,662868400
FTSE100,16/04/2018,862881700
FTSE100,17/04/2018,714046100
FTSE100,18/04/2018,877056200
FTSE100,19/04/2018,788416300
FTSE100,20/04/2018,769512800
FTSE100,23/04/2018,777571800
FTSE100,24/04/2018,836399400
FTSE100,25/04/2018,879795200
FTSE100,26/04/2018,814899700
FTSE100,27/04/2018,750485000
FTSE100,30/04/2018,991178200
FTSE100,01/05/2018,567569600
FTSE100,02/05/2018,829699300
FTSE100,03/05/2018,723643100
FTSE100,04/05/2018,880646600
FTSE100,08/05/2018,876829900
FTSE100,09/05/2018,891351200
FTSE100,10/05/2018,878774100
FTSE100,11/05/2018,731924200
FTSE100,14/05/2018,749899600
FTSE100,15/05/2018,1027698700
FTSE100,16/05/2018,933498300
FTSE100,17/05/2018,781296600
FTSE100,18/05/2018,899946200
FTSE100,21/05/2018,691927400
FTSE100,22/05/2018,807636300
FTSE100,23/05/2018,918822700
FTSE100,24/05/2018,890463600
FTSE100,25/05/2018,844360200
FTSE100,29/05/2018,1288493000
FTSE100,30/05/2018,923820700
FTSE100,31/05/2018,1549063100
FTSE100,01/06/2018,783469400
FTSE100,04/06/2018,722966000
FTSE100,05/06/2018,933666200
FTSE100,06/06/2018,884617800
FTSE100,07/06/2018,1056744900
FTSE100,08/06/2018,755489900
FTSE100,11/06/2018,736070400
FTSE100,12/06/2018,773837800
FTSE100,13/06/2018,852427100
FTSE100,14/06/2018,1119081700
FTSE100,15/06/2018,1711560200
FTSE100,18/06/2018,664167900
FTSE100,19/06/2018,897872000
FTSE100,20/06/2018,844000100
FTSE100,21/06/2018,777562300
FTSE100,22/06/2018,716273100
FTSE100,25/06/2018,791358000
FTSE100,26/06/2018,1088107300
FTSE100,27/06/2018,1643638600
FTSE100,28/06/2018,790762300
FTSE100,29/06/2018,898931000
FTSE100,02/07/2018,778437000
FTSE100,03/07/2018,1015952400
FTSE100,04/07/2018,574163100
FTSE100,05/07/2018,614456600
FTSE100,06/07/2018,663475300
FTSE100,09/07/2018,676761100
FTSE100,10/07/2018,701511200
FTSE100,11/07/2018,793208100
FTSE100,12/07/2018,746183900
FTSE100,13/07/2018,574401200
FTSE100,16/07/2018,591161000
FTSE100,17/07/2018,724367500
FTSE100,18/07/2018,651377100
FTSE100,19/07/2018,695398600
FTSE100,20/07/2018,685061200
FTSE100,23/07/2018,573514400
FTSE100,24/07/2018,852532800
FTSE100,25/07/2018,677528100
FTSE100,26/07/2018,588851200
FTSE100,27/07/2018,765238000
FTSE100,30/07/2018,732990700
FTSE100,31/07/2018,915075400
FTSE100,01/08/2018,975009600
FTSE100,02/08/2018,1006803400
FTSE100,03/08/2018,649947700
FTSE100,06/08/2018,813731500
FTSE100,07/08/2018,675716300
FTSE100,08/08/2018,604063500
FTSE100,09/08/2018,565689200
FTSE100,10/08/2018,664153400
FTSE100,13/08/2018,595242100
FTSE100,14/08/2018,763645300
FTSE100,15/08/2018,967014400
FTSE100,16/08/2018,771423800
FTSE100,17/08/2018,602739600
FTSE100,20/08/2018,559541000
FTSE100,21/08/2018,543548500
FTSE100,22/08/2018,611259200
FTSE100,23/08/2018,574932100
FTSE100,24/08/2018,507869800
FTSE100,28/08/2018,585715100
FTSE100,29/08/2018,688677800
FTSE100,30/08/2018,623166000
FTSE100,31/08/2018,812932000
FTSE100,03/09/2018,455166900
FTSE100,04/09/2018,652803100
FTSE100,05/09/2018,769494800
FTSE100,06/09/2018,723693100
FTSE100,07/09/2018,863004900
FTSE100,10/09/2018,696321800
FTSE100,11/09/2018,644115800
FTSE100,12/09/2018,677165600
FTSE100,13/09/2018,660719700
FTSE100,14/09/2018,577288900
FTSE100,17/09/2018,620997300
FTSE100,18/09/2018,700366200
FTSE100,19/09/2018,762448100
FTSE100,20/09/2018,864910500
FTSE100,21/09/2018,1504423700
FTSE100,24/09/2018,689612600
FTSE100,25/09/2018,767955100
FTSE100,26/09/2018,672358800
FTSE100,27/09/2018,646428000
FTSE100,28/09/2018,915815000
FTSE100,01/10/2018,728276800
FTSE100,02/10/2018,817840400
FTSE100,03/10/2018,824628100
FTSE100,04/10/2018,801963200
FTSE100,05/10/2018,743757800
FTSE100,08/10/2018,675287300
FTSE100,09/10/2018,765996800
FTSE100,10/10/2018,1029488500
FTSE100,11/10/2018,1172373200
FTSE100,12/10/2018,876577500
FTSE100,15/10/2018,657640100
FTSE100,16/10/2018,766800500
FTSE100,17/10/2018,685937100
FTSE100,18/10/2018,672072000
FTSE100,19/10/2018,793925800
FTSE100,22/10/2018,784032400
FTSE100,23/10/2018,983305900
FTSE100,24/10/2018,778187100
FTSE100,25/10/2018,831568200
FTSE100,26/10/2018,779028300
FTSE100,29/10/2018,780563900
FTSE100,30/10/2018,751498500
FTSE100,31/10/2018,895391200
FTSE100,01/11/2018,1024684600
FTSE100,02/11/2018,800219300
FTSE100,05/11/2018,553382600
FTSE100,06/11/2018,646543100
FTSE100,07/11/2018,678581300
FTSE100,08/11/2018,676867200
FTSE100,09/11/2018,652724100
FTSE100,12/11/2018,708713400
FTSE100,13/11/2018,1048825300
FTSE100,14/11/2018,925587100
FTSE100,15/11/2018,1257540400
FTSE100,16/11/2018,1010040200
FTSE100,19/11/2018,776442400
FTSE100,20/11/2018,826183700
FTSE100,21/11/2018,841306700
FTSE100,22/11/2018,763217400
FTSE100,23/11/2018,686823000
FTSE100,26/11/2018,802145500
FTSE100,27/11/2018,829960500
FTSE100,28/11/2018,800840600
FTSE100,29/11/2018,777115000
FTSE100,30/11/2018,1189062500
FTSE100,03/12/2018,864783000
FTSE100,04/12/2018,822570700
FTSE100,05/12/2018,789059300
FTSE100,06/12/2018,1029779500
FTSE100,07/12/2018,819982500
FTSE100,10/12/2018,864359000
FTSE100,11/12/2018,841263500
FTSE100,12/12/2018,1063865300
FTSE100,13/12/2018,735372600
FTSE100,14/12/2018,714141000
FTSE100,17/12/2018,734851100
FTSE100,18/12/2018,855040800
FTSE100,19/12/2018,754065600
FTSE100,20/12/2018,903273100
FTSE100,21/12/2018,1596669300
FTSE100,24/12/2018,192808000
FTSE100,27/12/2018,590127000
FTSE100,28/12/2018,499812000
FTSE100,31/12/2018,225303900
FTSE100,02/01/2019,614252000
FTSE100,03/01/2019,674099100
FTSE100,04/01/2019,639136700
FTSE100,07/01/2019,736559900
FTSE100,08/01/2019,651977000
FTSE100,09/01/2019,860684900
FTSE100,10/01/2019,611434300
FTSE100,11/01/2019,680478600
FTSE100,14/01/2019,683449700
FTSE100,15/01/2019,687341200
FTSE100,16/01/2019,787626400
FTSE100,17/01/2019,582654200
FTSE100,18/01/2019,795742900
FTSE100,21/01/2019,474827100
FTSE100,22/01/2019,565967800
FTSE100,23/01/2019,646039700
FTSE100,24/01/2019,599978600
FTSE100,25/01/2019,727497200
FTSE100,28/01/2019,648213700
FTSE100,29/01/2019,697035900
FTSE100,30/01/2019,748772100
FTSE100,31/01/2019,866316300
FTSE100,01/02/2019,630712300
FTSE100,04/02/2019,611990600
FTSE100,05/02/2019,662979300
FTSE100,06/02/2019,599487700
FTSE100,07/02/2019,649638500
FTSE100,08/02/2019,532300500
FTSE100,11/02/2019,548318300
FTSE100,12/02/2019,526735100
FTSE100,13/02/2019,561646800
FTSE100,14/02/2019,519107200
FTSE100,15/02/2019,688422300
FTSE100,18/02/2019,440062500
FTSE100,19/02/2019,624124300
FTSE100,20/02/2019,861254900
FTSE100,21/02/2019,798796000
FTSE100,22/02/2019,646718000
FTSE100,25/02/2019,644937500
FTSE100,26/02/2019,865719700
FTSE100,27/02/2019,870721000
FTSE100,28/02/2019,979616900
FTSE100,01/03/2019,700825200
FTSE100,04/03/2019,634698800
FTSE100,05/03/2019,795291200
FTSE100,06/03/2019,791979200
FTSE100,07/03/2019,691317400
FTSE100,08/03/2019,622101900
FTSE100,11/03/2019,674285200
FTSE100,12/03/2019,752033900
FTSE100,13/03/2019,744627600
FTSE100,14/03/2019,791259700
FTSE100,15/03/2019,1335709200
FTSE100,18/03/2019,642988100
FTSE100,19/03/2019,598904100
FTSE100,20/03/2019,748851100
FTSE100,21/03/2019,709429100
FTSE100,22/03/2019,694767600
FTSE100,25/03/2019,586169600
FTSE100,26/03/2019,629605500
FTSE100,27/03/2019,678742500
FTSE100,28/03/2019,568044400
FTSE100,29/03/2019,794400900
FTSE100,01/04/2019,697005200
FTSE100,02/04/2019,720842000
FTSE100,03/04/2019,880770400
FTSE100,04/04/2019,675670900
FTSE100,05/04/2019,679960600
FTSE100,08/04/2019,571379100
FTSE100,09/04/2019,652297100
FTSE100,10/04/2019,569746800
FTSE100,11/04/2019,629602900
FTSE100,12/04/2019,696895600
FTSE100,15/04/2019,511603500
FTSE100,16/04/2019,623807300
FTSE100,17/04/2019,646326400
FTSE100,18/04/2019,520513300
FTSE100,23/04/2019,772087000
FTSE100,24/04/2019,682647400
FTSE100,25/04/2019,674377600
FTSE100,26/04/2019,839779200
FTSE100,29/04/2019,491223900
FTSE100,30/04/2019,751088200
FTSE100,01/05/2019,336726900
FTSE100,02/05/2019,618376400
FTSE100,03/05/2019,462290200
FTSE100,07/05/2019,880585900
FTSE100,08/05/2019,809211600
FTSE100,09/05/2019,854458400
FTSE100,10/05/2019,618170400
FTSE100,13/05/2019,773553600
FTSE100,14/05/2019,721546200
FTSE100,15/05/2019,811266000
FTSE100,16/05/2019,655973100
FTSE100,17/05/2019,741020200
FTSE100,20/05/2019,732464200
FTSE100,21/05/2019,749358400
FTSE100,22/05/2019,800943900
FTSE100,23/05/2019,795078400
FTSE100,24/05/2019,633553800
FTSE100,28/05/2019,1155168300
FTSE100,29/05/2019,652877900
FTSE100,30/05/2019,638457200
FTSE100,31/05/2019,853980400
FTSE100,03/06/2019,711561100
FTSE100,04/06/2019,829550400
FTSE100,05/06/2019,744999500
FTSE100,06/06/2019,621265600
FTSE100,07/06/2019,592558500
FTSE100,10/06/2019,447077300
FTSE100,11/06/2019,669773500
FTSE100,12/06/2019,800128100
FTSE100,13/06/2019,608751100
FTSE100,14/06/2019,610719800
FTSE100,17/06/2019,531721100
FTSE100,18/06/2019,798973400
FTSE100,19/06/2019,751391800
FTSE100,20/06/2019,698596800
FTSE100,21/06/2019,1451918700
FTSE100,24/06/2019,627473100
FTSE100,25/06/2019,607355800
FTSE100,26/06/2019,654431900
FTSE100,27/06/2019,645884500
FTSE100,28/06/2019,708530400
FTSE100,01/07/2019,634652500
FTSE100,02/07/2019,556375200
FTSE100,03/07/2019,682521500
FTSE100,04/07/2019,487717900
FTSE100,05/07/2019,550648200
FTSE100,08/07/2019,538297100
FTSE100,09/07/2019,542926500
FTSE100,10/07/2019,542296300
FTSE100,11/07/2019,593132000
FTSE100,12/07/2019,501138900
FTSE100,15/07/2019,482521800
FTSE100,16/07/2019,607182100
FTSE100,17/07/2019,576654300
FTSE100,18/07/2019,504046800
FTSE100,19/07/2019,575615700
FTSE100,22/07/2019,513122700
FTSE100,23/07/2019,634924300
FTSE100,24/07/2019,637416200
FTSE100,25/07/2019,633546500
FTSE100,26/07/2019,775744000
FTSE100,29/07/2019,759258200
FTSE100,30/07/2019,822322600
FTSE100,31/07/2019,1092686800
FTSE100,01/08/2019,817813900
FTSE100,02/08/2019,1031592200
FTSE100,05/08/2019,1243484900
FTSE100,06/08/2019,791750700
FTSE100,07/08/2019,735519300
FTSE100,08/08/2019,726060600
FTSE100,09/08/2019,794807200
FTSE100,12/08/2019,585461200
FTSE100,13/08/2019,698409600
FTSE100,14/08/2019,811517700
FTSE100,15/08/2019,877816600
FTSE100,16/08/2019,651943200
FTSE100,19/08/2019,612867100
FTSE100,20/08/2019,766076800
FTSE100,21/08/2019,605372900
FTSE100,22/08/2019,653343400
FTSE100,23/08/2019,643009300
FTSE100,27/08/2019,851399100
FTSE100,28/08/2019,675638900
FTSE100,29/08/2019,635681800
FTSE100,30/08/2019,727868800
FTSE100,02/09/2019,497764900
FTSE100,03/09/2019,626095300
FTSE100,04/09/2019,677444300
FTSE100,05/09/2019,711302800
FTSE100,06/09/2019,692287900
FTSE100,09/09/2019,794831900
FTSE100,10/09/2019,1031549500
FTSE100,11/09/2019,829121400
FTSE100,12/09/2019,725259800
FTSE100,13/09/2019,1003827600
FTSE100,16/09/2019,908260500
FTSE100,17/09/2019,698421800
FTSE100,18/09/2019,642716000
FTSE100,19/09/2019,632737400
FTSE100,20/09/2019,1656288000
FTSE100,23/09/2019,489660300
FTSE100,24/09/2019,588772200
FTSE100,25/09/2019,704553100
FTSE100,26/09/2019,704707500
FTSE100,27/09/2019,584318800
FTSE100,30/09/2019,655556100
FTSE100,01/10/2019,734563400
FTSE100,02/10/2019,747799600
FTSE100,03/10/2019,635551800
FTSE100,04/10/2019,588776100
FTSE100,07/10/2019,551391300
FTSE100,08/10/2019,692866200
FTSE100,09/10/2019,582025200
FTSE100,10/10/2019,700021400
FTSE100,11/10/2019,1507692000
FTSE100,14/10/2019,780579200
FTSE100,15/10/2019,1123687400
FTSE100,16/10/2019,1000484300
FTSE100,17/10/2019,1126096700
FTSE100,18/10/2019,869346100
FTSE100,21/10/2019,853632700
FTSE100,22/10/2019,800741400
FTSE100,23/10/2019,764933300
FTSE100,24/10/2019,733646100
FTSE100,25/10/2019,580305100
FTSE100,28/10/2019,676041800
FTSE100,29/10/2019,710020700
FTSE100,30/10/2019,672191900
FTSE100,31/10/2019,847657500
FTSE100,01/11/2019,582078600
FTSE100,04/11/2019,582661700
FTSE100,05/11/2019,673186900
FTSE100,06/11/2019,618514700
FTSE100,07/11/2019,668773400
FTSE100,08/11/2019,551986100
FTSE100,11/11/2019,828425100
FTSE100,12/11/2019,754644000
FTSE100,13/11/2019,695720800
FTSE100,14/11/2019,675226500
FTSE100,15/11/2019,770473200
FTSE100,18/11/2019,764459700
FTSE100,19/11/2019,605672300
FTSE100,20/11/2019,814232500
FTSE100,21/11/2019,608185000
FTSE100,22/11/2019,611242800
FTSE100,25/11/2019,570982800
FTSE100,26/11/2019,1058651500
FTSE100,27/11/2019,626246700
FTSE100,28/11/2019,605369500
FTSE100,29/11/2019,627336500
FTSE100,02/12/2019,928558400
FTSE100,03/12/2019,824932200
FTSE100,04/12/2019,688011100
FTSE100,05/12/2019,650618500
FTSE100,06/12/2019,516373000
FTSE100,09/12/2019,619399300
FTSE100,10/12/2019,703527300
FTSE100,11/12/2019,820837400
FTSE100,12/12/2019,727087300
FTSE100,13/12/2019,1906667700
FTSE100,16/12/2019,1045291600
FTSE100,17/12/2019,1096514900
FTSE100,18/12/2019,679287600
FTSE100,19/12/2019,661933000
FTSE100,20/12/2019,1159724000
FTSE100,23/12/2019,539145700
FTSE100,24/12/2019,185671600
FTSE100,27/12/2019,311117100
FTSE100,30/12/2019,304247900
