Date,Open,High,Low,Close,Adj Close,Volume
2021-03-31,42871.246094,43578.539063,41977.496094,42738.777344,42738.777344,47527759011
2021-04-01,42744.386719,43209.375000,42456.695313,42717.406250,42717.406250,44577555047
2021-04-02,42719.625000,43551.601563,42536.234375,42937.234375,42937.234375,42462592343
2021-04-03,42946.703125,43462.128906,41649.917969,41649.917969,41649.917969,43123077715
2021-04-04,41650.601563,42596.996094,41335.238281,42484.433594,42484.433594,36693731816
2021-04-05,42486.109375,43068.429688,41735.285156,42449.089844,42449.089844,43633907914
2021-04-06,42531.070313,42773.488281,41633.218750,42070.804688,42070.804688,47757377972
2021-04-07,42066.578125,42488.750000,40500.691406,40787.988281,40787.988281,55048675969
2021-04-08,40825.085938,42474.218750,40664.828125,42467.128906,42467.128906,38629838639
2021-04-09,42469.027344,42948.546875,42177.832031,42488.214844,42488.214844,34033761599
2021-04-10,42494.617188,44699.734375,42337.726563,43624.007813,43624.007813,42489681564
2021-04-11,43662.671875,44351.632813,43250.363281,43921.449219,43921.449219,33762925225
2021-04-12,43900.277344,44602.992188,43317.429688,43547.570313,43547.570313,37683810163
2021-04-13,43545.074219,46382.136719,43541.503906,46153.996094,46153.996094,50863624713
2021-04-14,46168.746094,47126.480469,44665.945313,45808.171875,45808.171875,56218374286
2021-04-15,45783.132813,46296.496094,45169.929688,45932.605469,45932.605469,44220758067
2021-04-16,45892.335938,46179.625000,43681.449219,44514.046875,44514.046875,60939629749
2021-04-17,44483.054688,45236.554688,43634.195313,43867.304688,43867.304688,47810584665
2021-04-18,43880.363281,44137.398438,38187.777344,40683.820313,40683.820313,70538515622
2021-04-19,40666.019531,41443.488281,38893.769531,39827.082031,39827.082031,46703085992
2021-04-20,39796.722656,40948.484375,38191.625000,40517.085938,40517.085938,48679108116
2021-04-21,40515.718750,40711.980469,38546.636719,38694.867188,38694.867188,39427420960
2021-04-22,38659.707031,39957.089844,36556.921875,37403.726563,37403.726563,54049939392
2021-04-23,37387.496094,37649.402344,34365.675781,36814.406250,36814.406250,62447201527
2021-04-24,36850.125000,36867.660156,35165.867188,36063.351563,36063.351563,35316609982
2021-04-25,36064.765625,36404.687500,33985.625000,35344.023438,35344.023438,33261691943
2021-04-26,35397.062500,39038.828125,35216.859375,38879.511719,38879.511719,41947081746
2021-04-27,38885.664063,39864.136719,38401.812500,39583.339844,39583.339844,35566326493
2021-04-28,39585.871094,40314.851563,38843.921875,39287.933594,39287.933594,34397690585
2021-04-29,39311.855469,39490.832031,37589.125000,38385.625000,38385.625000,33034240420
2021-04-30,38395.339844,41906.917969,38087.175781,41797.960938,41797.960938,37922708484
2021-05-01,41772.257813,42303.269531,41291.183594,41852.648438,41852.648438,31002564447
2021-05-02,41851.062500,41906.597656,40632.312500,40981.476563,40981.476563,27627346613
2021-05-03,40973.656250,42579.671875,40963.300781,41141.253906,41141.253906,37194623535
2021-05-04,41151.242188,41151.242188,38296.656250,38403.988281,38403.988281,49371525675
2021-05-05,38345.394531,41636.417969,38130.199219,41285.507813,41285.507813,49781667847
2021-05-06,41297.945313,41949.214844,39866.875000,40586.371094,40586.371094,50033196883
2021-05-07,40598.921875,41887.917969,39771.261719,41003.863281,41003.863281,48923209576
2021-05-08,41001.261719,42520.289063,40740.238281,42047.757813,42047.757813,46752231068
2021-05-09,42100.394531,42338.859375,40417.902344,41474.511719,41474.511719,46940392533
2021-05-10,41487.726563,42457.597656,38260.476563,39529.296875,39529.296875,50792816541
2021-05-11,39520.410156,40215.601563,38653.750000,40114.460938,40114.460938,43371337504
2021-05-12,40121.503906,41050.617188,34952.027344,34952.027344,34952.027344,53487328457
2021-05-13,35367.960938,36525.746094,33425.953125,35394.648438,35394.648438,68859077287
2021-05-14,35371.003906,36505.992188,34790.175781,35373.527344,35373.527344,39527082381
2021-05-15,35355.773438,35911.878906,33092.574219,33160.687500,33160.687500,41954944232
2021-05-16,33129.804688,35259.714844,31171.818359,32945.242188,32945.242188,45420829071
2021-05-17,32916.761719,33074.285156,29860.136719,30774.968750,30774.968750,52946460778
2021-05-18,30740.011719,32307.908203,29858.517578,30244.347656,30244.347656,39603214780
2021-05-19,30269.421875,30690.519531,21668.869141,26229.476563,26229.476563,89569949161
2021-05-20,26053.132813,30012.964844,24829.121094,28750.525391,28750.525391,62235945046
2021-05-21,28619.548828,29730.033203,23753.755859,26359.904297,26359.904297,57978575042
2021-05-22,26406.781250,27441.478516,25005.259766,26526.724609,26526.724609,40547887849
2021-05-23,26523.062500,27058.568359,22068.017578,24590.244141,24590.244141,55494569398
2021-05-24,24540.582031,28139.701172,24415.521484,27343.994141,27343.994141,47586447625
2021-05-25,27407.433594,28086.996094,25827.841797,27153.791016,27153.791016,39746827333
2021-05-26,27147.001953,28844.267578,26785.361328,27838.564453,27838.564453,36377364725
2021-05-27,27854.640625,28510.755859,26399.750000,27064.468750,27064.468750,30425966561
2021-05-28,27113.837891,27369.060547,24510.423828,25157.781250,25157.781250,38902169677
2021-05-29,25148.302734,26240.900391,23745.695313,24395.570313,24395.570313,31876420955
2021-05-30,24389.464844,25653.261719,23623.638672,25160.894531,25160.894531,22317417541
2021-05-31,25147.117188,26343.326172,24125.572266,26240.628906,26240.628906,27419358738
2021-06-01,26213.171875,26635.380859,25270.585938,25915.808594,25915.808594,24470778112
2021-06-02,25926.404297,26970.183594,25400.484375,26514.888672,26514.888672,23336424362
2021-06-03,26531.986328,27811.658203,26282.923828,27791.564453,27791.564453,25134934510
2021-06-04,27815.466797,27815.466797,25265.037109,26054.091797,26054.091797,29540279268
2021-06-05,26044.029297,26776.730469,24645.972656,25106.082031,25106.082031,25393860925
2021-06-06,25096.654297,25730.671875,24931.882813,25317.833984,25317.833984,20412079477
2021-06-07,25298.693359,26009.351563,23617.847656,23674.998047,23674.998047,23761928912
2021-06-08,23695.324219,23983.994141,21996.167969,23656.949219,23656.949219,35268523660
2021-06-09,23617.615234,26601.195313,22936.794922,26464.621094,26464.621094,38247909055
2021-06-10,26496.080078,27197.974609,25285.099609,25901.390625,25901.390625,30752042145
2021-06-11,25897.462891,26566.179688,25437.505859,26464.228516,26464.228516,27432037664
2021-06-12,26468.298828,26517.054688,24616.833984,25201.152344,25201.152344,26882323938
2021-06-13,25203.472656,27870.216797,24713.179688,27693.757813,27693.757813,28806705336
2021-06-14,27636.460938,29022.681641,27469.884766,28503.638672,28503.638672,30580498807
2021-06-15,28651.542969,29325.792969,28140.507813,28696.289063,28696.289063,32967311431
2021-06-16,28527.562500,28709.214844,27288.878906,27412.091797,27412.091797,28030123658
2021-06-17,27408.060547,28276.140625,26895.351563,27302.019531,27302.019531,26615525278
2021-06-18,27335.003906,27395.273438,25512.582031,25911.181641,25911.181641,26210673217
2021-06-19,25959.898438,26396.683594,25292.724609,25787.099609,25787.099609,22595131564
2021-06-20,25748.921875,26102.089844,24205.958984,25838.498047,25838.498047,26537501177
2021-06-21,25797.132813,25850.214844,22467.070313,22750.328125,22750.328125,37927662754
2021-06-22,22711.318359,23873.652344,20797.253906,23302.396484,23302.396484,42269893706
2021-06-23,23309.605469,24851.814453,22784.472656,24145.115234,24145.115234,33162262599
2021-06-24,24116.312500,25307.984375,23195.845703,24907.732422,24907.732422,23801789861
2021-06-25,24905.339844,25470.121094,22578.968750,22785.591797,22785.591797,28974377685
2021-06-26,22754.539063,23505.656250,21740.507813,23180.621094,23180.621094,27789271823
2021-06-27,23253.539063,24943.748047,23098.144531,24934.472656,24934.472656,25554780485
2021-06-28,24955.685547,25288.939453,24404.171875,24811.005859,24811.005859,24420614032
2021-06-29,24840.708984,26397.216797,24703.201172,25915.365234,25915.365234,27384752419
2021-06-30,25944.708984,26048.068359,24692.996094,25339.009766,25339.009766,24629042656
2021-07-01,25335.500000,25335.500000,23907.791016,24400.115234,24400.115234,27501240488
2021-07-02,24383.748047,24661.625000,23817.796875,24518.650391,24518.650391,28013713258
2021-07-03,24487.816406,25255.382813,24161.072266,25081.238281,25081.238281,17640769952
2021-07-04,25079.080078,25977.253906,24884.406250,25513.558594,25513.558594,18020623560
2021-07-05,25511.074219,25511.074219,23973.322266,24356.919922,24356.919922,19286869677
2021-07-06,24340.685547,25287.521484,24375.664063,24800.556641,24800.556641,19197963171
2021-07-07,24793.664063,25307.931641,24521.472656,24533.093750,24533.093750,17968317331
2021-07-08,24557.933594,24574.585938,23340.001953,23841.486328,23841.486328,21689943091
2021-07-09,23830.101563,24478.177734,23444.730469,24302.527344,24302.527344,19727925792
2021-07-10,24312.041016,24598.099609,23820.183594,24111.142578,24111.142578,16523553726
2021-07-11,24102.912109,24886.427734,23986.142578,24636.773438,24636.773438,14468793826
2021-07-12,24646.724609,24911.541016,23553.408203,23876.222656,23876.222656,17514422568
2021-07-13,23854.345703,24055.001953,23355.751953,23687.451172,23687.451172,13850039561
2021-07-14,23703.255859,23857.271484,22850.597656,23687.496094,23687.496094,15427186056
2021-07-15,23691.482422,23961.255859,22580.753906,22982.712891,22982.712891,15403793610
2021-07-16,23026.695313,23366.398438,22510.169922,22827.119141,22827.119141,17217195992
2021-07-17,22809.517578,23200.824219,22683.605469,22908.142578,22908.142578,13726853361
2021-07-18,22908.736328,23537.222656,22661.791016,23102.164063,23102.164063,13650524440
2021-07-19,23104.490234,23187.015625,22318.832031,22547.867188,22547.867188,14951113770
2021-07-20,22562.832031,22679.691406,21560.894531,21861.871094,21861.871094,16977841980
2021-07-21,21853.757813,23887.746094,21666.755859,23417.943359,23417.943359,20568127374
2021-07-22,23438.494141,23700.470703,23076.007813,23461.609375,23461.609375,14198485777
2021-07-23,23456.419922,24414.056641,23298.203125,24414.056641,24414.056641,16395517998
2021-07-24,24422.910156,25086.654297,24300.140625,24942.679688,24942.679688,15757867868
2021-07-25,24941.111328,25706.623047,24644.021484,25695.910156,25695.910156,15160641108
2021-07-26,25720.509766,29317.837891,25657.898438,27004.931641,27004.931641,36902518115
2021-07-27,26960.453125,28387.027344,26366.828125,28387.027344,28387.027344,25282601467
2021-07-28,28456.357422,29417.732422,27999.802734,28761.736328,28761.736328,27831557157
2021-07-29,28761.410156,29097.195313,28298.617188,28650.710938,28650.710938,19454855111
2021-07-30,28664.361328,30379.818359,27460.712891,30379.818359,30379.818359,23789087419
2021-07-31,30351.589844,30376.869141,29565.513672,29936.144531,29936.144531,18556529074
2021-08-01,29817.228516,30594.529297,28452.000000,28767.214844,28767.214844,19205854098
2021-08-02,28718.542969,29025.742188,27903.027344,28222.421875,28222.421875,18426645874
2021-08-03,28205.472656,28603.087891,27161.781250,27413.794922,27413.794922,18817995544
2021-08-04,27457.158203,28771.367188,26983.533203,28617.369141,28617.369141,18267712337
2021-08-05,28615.214844,29680.492188,26927.398438,29344.912109,29344.912109,25263344860
2021-08-06,29342.263672,31191.292969,28688.675781,30858.750000,30858.750000,27550629087
2021-08-07,30870.496094,32203.111328,30716.095703,32106.509766,32106.509766,28845878981
2021-08-08,32119.939453,32630.056641,31224.583984,31585.011719,31585.011719,26179666684
2021-08-09,31580.548828,33527.710938,30909.115234,33485.277344,33485.277344,27973906826
2021-08-10,33424.214844,33688.484375,32316.841797,32947.628906,32947.628906,24246157165
2021-08-11,32958.234375,33707.328125,32789.921875,32880.761719,32880.761719,24750344592
2021-08-12,32868.679688,33324.664063,31730.511719,32168.658203,32168.658203,24417857448
2021-08-13,32176.916016,34498.382813,32067.820313,34470.503906,34470.503906,22895261494
2021-08-14,34483.031250,34690.742188,33305.203125,33968.250000,33968.250000,22510908489
2021-08-15,33968.046875,34155.886719,32873.871094,33937.355469,33937.355469,22353885175
2021-08-16,33917.847656,34621.171875,33025.246094,33237.871094,33237.871094,23681031135
2021-08-17,33188.722656,34185.992188,32405.128906,32529.416016,32529.416016,24346002054
2021-08-18,32523.150391,33419.695313,32275.894531,32598.779297,32598.779297,23425474162
2021-08-19,32555.626953,34452.960938,32064.080078,34274.679688,34274.679688,27295204148
2021-08-20,34278.746094,36214.425781,34216.429688,36212.242188,36212.242188,25472931832
2021-08-21,36203.359375,36489.558594,35457.191406,35900.542969,35900.542969,29792787516
2021-08-22,35873.832031,36307.957031,35382.613281,36200.812500,36200.812500,18621636282
2021-08-23,36178.808594,36897.652344,35753.007813,36103.484375,36103.484375,24997543764
2021-08-24,36115.289063,36321.371094,34744.691406,34759.105469,34759.105469,25764465863
2021-08-25,34774.507813,35756.667969,34354.683594,35570.941406,35570.941406,23718193505
2021-08-26,35601.351563,35858.718750,33794.035156,34263.265625,34263.265625,23843412530
2021-08-27,34228.476563,35679.457031,33884.761719,35640.140625,35640.140625,25071607215
2021-08-28,35650.250000,35803.480469,35233.726563,35526.617188,35526.617188,20754155759
2021-08-29,35533.042969,36065.457031,34817.175781,35481.660156,35481.660156,18812429561
2021-08-30,35485.308594,35561.675781,34126.746094,34199.421875,34199.421875,23146309158
2021-08-31,34177.152344,34956.941406,33976.988281,34297.019531,34297.019531,25254010114
2021-09-01,34248.367188,35641.980469,33898.480469,35470.320313,35470.320313,28421113814
2021-09-02,35441.867188,36453.015625,35318.324219,35651.070313,35651.070313,28554023234
2021-09-03,35622.539063,36779.628906,34955.949219,36080.351563,36080.351563,31162068194
2021-09-04,36068.777344,36472.832031,35736.613281,36022.113281,36022.113281,27025857929
2021-09-05,36017.230469,37419.570313,35729.269531,37346.296875,37346.296875,21881449685
2021-09-06,37357.550781,38081.910156,36877.449219,38032.675781,38032.675781,28097421276
2021-09-07,38052.144531,38163.218750,31410.214844,33972.054688,33972.054688,47324635774
2021-09-08,33984.125000,34340.714844,32399.564453,33479.957031,33479.957031,35598356531
2021-09-09,33249.949219,34105.687500,33169.476563,33523.183594,33523.183594,27945480720
2021-09-10,33526.968750,33989.933594,32052.416016,32444.648438,32444.648438,28303224832
2021-09-11,32434.478516,33226.835938,32397.197266,32671.839844,32671.839844,24936653414
2021-09-12,32675.578125,33506.691406,32374.769531,33285.593750,33285.593750,20147686156
2021-09-13,33281.218750,33683.996094,31514.519531,32493.328125,32493.328125,29607625980
2021-09-14,32491.144531,34201.503906,32335.394531,34104.902344,34104.902344,27992314290
2021-09-15,34108.886719,34986.808594,33854.812500,34794.304688,34794.304688,22016756914
2021-09-16,34781.710938,35079.687500,34132.492188,34629.078125,34629.078125,23019901326
2021-09-17,34620.125000,34881.800781,34093.187500,34400.167969,34400.167969,20907340574
2021-09-18,34404.539063,35509.484375,34268.996094,35135.835938,35135.835938,20796658027
2021-09-19,35128.914063,35172.226563,34186.941406,34424.011719,34424.011719,19643100403
2021-09-20,34424.878906,34478.828125,31187.433594,31359.693359,31359.693359,32139987157
2021-09-21,31482.976563,31870.621094,29122.820313,29796.154297,29796.154297,35659230369
2021-09-22,29784.642578,32173.042969,29749.054688,32001.773438,32001.773438,28010374566
2021-09-23,31991.333984,32749.003906,31653.763672,32719.861328,32719.861328,24957313865
2021-09-24,32719.281250,32876.660156,29922.289063,31304.164063,31304.164063,31303866576
2021-09-25,31304.996094,31418.527344,30515.101563,31214.167969,31214.167969,23094420212
2021-09-26,31217.847656,32125.783203,29849.074219,31611.841797,31611.841797,22432087345
2021-09-27,31630.605469,32400.781250,30784.859375,30827.185547,30827.185547,22611827530
2021-09-28,30801.759766,31206.607422,30229.423828,30302.574219,30302.574219,22312676074
2021-09-29,30325.052734,31551.691406,30157.080078,30955.474609,30955.474609,22791413563
2021-09-30,30945.724609,32719.751953,30865.810547,32513.470703,32513.470703,23121795721
2021-10-01,32532.660156,35756.675781,32198.386719,35522.476563,35522.476563,31634614700
2021-10-02,35537.628906,35645.679688,35042.828125,35224.437500,35224.437500,22601959728
2021-10-03,35201.210938,36272.207031,34815.281250,35519.171875,35519.171875,19629973887
2021-10-04,35525.769531,36324.074219,34599.390625,36094.250000,36094.250000,24534095035
2021-10-05,36139.859375,38045.312500,36055.386719,37804.093750,37804.093750,26326028750
2021-10-06,37783.437500,40892.222656,37254.527344,40730.468750,40730.468750,36075782644
2021-10-07,40713.675781,40713.675781,39267.621094,39507.042969,39507.042969,27026171508
2021-10-08,39504.226563,41124.082031,39468.988281,39642.890625,39642.890625,25563503954
2021-10-09,39614.929688,40693.390625,39471.957031,40377.734375,40377.734375,23866906712
2021-10-10,40366.417969,41349.320313,39860.625000,40225.890625,40225.890625,29030396546
2021-10-11,40198.382813,42470.140625,40012.000000,42294.433594,42294.433594,31370416797
2021-10-12,42325.367188,42347.671875,40081.679688,41277.039063,41277.039063,30260242654
2021-10-13,41274.976563,42233.406250,39903.890625,41995.042969,41995.042969,30496491126
2021-10-14,41974.367188,42794.562500,41625.027344,41938.320313,41938.320313,26789321284
2021-10-15,41956.156250,45671.437500,41577.550781,44811.878906,44811.878906,37671925373
2021-10-16,44823.210938,45303.687500,43802.179688,44301.316406,44301.316406,24918843768
2021-10-17,44298.019531,44788.371094,43013.042969,44730.890625,44730.890625,21097763405
2021-10-18,44727.390625,45560.679688,43715.574219,45156.347656,45156.347656,27705286413
2021-10-19,45168.789063,46718.773438,44652.531250,46590.652344,46590.652344,29342062534
2021-10-20,46607.031250,48430.226563,46084.281250,47744.695313,47744.695313,29510115951
2021-10-21,47751.492188,48300.250000,45034.312500,45108.968750,45108.968750,33288254254
2021-10-22,45129.066406,46153.949219,43742.824219,44114.171875,44114.171875,27935813065
2021-10-23,44115.890625,44878.539063,43484.906250,44615.847656,44615.847656,19536030089
2021-10-24,44597.480469,44697.375000,43343.894531,44274.355469,44274.355469,19848840642
2021-10-25,44247.539063,46318.984375,44083.851563,45801.902344,45801.902344,22570366858
2021-10-26,45796.769531,45951.757813,43582.558594,43851.457031,43851.457031,25337929188
2021-10-27,43842.890625,44604.402344,42324.746094,42588.804688,42588.804688,31792524077
2021-10-28,42580.316406,45052.578125,42209.445313,43934.015625,43934.015625,32798668114
2021-10-29,43935.996094,46000.964844,43720.523438,45471.652344,45471.652344,26932318643
2021-10-30,45479.984375,45546.320313,44514.707031,45223.839844,45223.839844,23498674011
2021-10-31,45195.824219,45601.875000,43897.933594,44813.855469,44813.855469,23562900625
2021-11-01,44814.945313,45719.050781,43643.207031,44676.820313,44676.820313,26475016624
2021-11-02,44646.683594,47177.019531,44440.160156,46430.308594,46430.308594,27719263918
2021-11-03,46450.820313,46634.324219,44794.757813,45983.878906,45983.878906,26380085185
2021-11-04,45963.253906,46119.261719,45063.492188,45493.085938,45493.085938,24145511461
2021-11-05,45498.898438,46357.925781,45110.679688,45268.207031,45268.207031,22665404349
2021-11-06,45226.140625,45629.519531,44572.398438,45582.695313,45582.695313,21555011113
2021-11-07,45603.023438,46941.699219,45512.320313,46941.699219,46941.699219,18328929167
2021-11-08,46954.359375,49895.644531,46954.359375,49813.441406,49813.441406,30319731365
2021-11-09,49800.839844,50548.253906,48966.792969,49389.378906,49389.378906,31237536365
2021-11-10,49375.746094,50843.445313,47159.195313,48460.183594,48460.183594,36333510716
2021-11-11,48448.000000,48991.523438,47866.964844,48598.031250,48598.031250,26847253251
2021-11-12,48533.695313,49013.785156,46472.550781,47824.019531,47824.019531,26898906790
2021-11-13,47825.644531,48390.351563,47188.753906,48057.777344,48057.777344,22716526254
2021-11-14,48047.226563,48818.144531,47445.242188,48797.019531,48797.019531,18725253856
2021-11-15,48837.601563,49396.871094,47378.316406,47394.722656,47394.722656,22787486625
2021-11-16,47516.511719,47516.511719,43871.152344,44817.121094,44817.121094,34896687799
2021-11-17,44801.011719,45209.703125,43561.621094,44752.195313,44752.195313,29043843782
2021-11-18,44746.359375,45177.769531,41886.378906,42181.539063,42181.539063,30659612153
2021-11-19,42147.457031,43314.265625,41308.066406,43227.656250,43227.656250,28785728531
2021-11-20,43224.312500,44522.042969,42744.316406,44401.042969,44401.042969,22777440101
2021-11-21,44425.820313,44629.550781,43599.062500,43720.550781,43720.550781,19446999730
2021-11-22,43702.964844,44079.355469,41592.449219,42016.351563,42016.351563,26152222599
2021-11-23,42027.746094,43254.886719,41562.566406,43040.769531,43040.769531,28025773970
2021-11-24,43038.359375,43207.562500,41948.765625,42224.390625,42224.390625,27485833983
2021-11-25,42888.355469,44566.050781,42863.269531,43024.109375,43024.109375,25753775881
2021-11-26,44290.316406,44471.179688,40161.789063,40161.789063,40161.789063,31345936049
2021-11-27,40286.738281,41468.449219,40223.628906,41083.078125,41083.078125,22904904444
2021-11-28,41081.539063,43024.722656,40154.960938,42913.328125,42913.328125,21076361779
2021-11-29,42945.898438,44253.273438,42566.054688,43416.718750,43416.718750,24312734695
2021-11-30,43434.406250,44255.308594,42107.652344,42876.402344,42876.402344,27610222607
